block_1_average_length	block_1_block	block_1_max_length	block_1_min_length	block_1_null_count	block_1_top_1_percent	block_1_top_1_value	block_1_top_2_percent	block_1_top_2_value	block_1_top_3_percent	block_1_top_3_value	block_1_unique_count	block_1_zero_count	block_2_average_length	block_2_block	block_2_max_length	block_2_min_length	block_2_null_count	block_2_top_1_percent	block_2_top_1_value	block_2_top_2_percent	block_2_top_2_value	block_2_top_3_percent	block_2_top_3_value	block_2_unique_count	block_2_zero_count	block_3_average_length	block_3_block	block_3_max_length	block_3_min_length	block_3_null_count	block_3_top_1_percent	block_3_top_1_value	block_3_top_2_percent	block_3_top_2_value	block_3_top_3_percent	block_3_top_3_value	block_3_unique_count	block_3_zero_count	col_average_length	col_id	col_max_length	col_min_length	col_null_count	col_top_1_percent	col_top_1_value	col_top_2_percent	col_top_2_value	col_top_3_percent	col_top_3_value	col_unique_count	col_zero_count
29.000000	xx..xx..x..x.......	95	6	10609	3.430715	Relation technico-commerciale	3.245022	Assistanat commercial	1.831185	Relation commerciale grands comptes et entreprises	405	0	29.000000	xxxxxxxxxxxxxxxxxxx	95	6	10609	3.430715	Relation technico-commerciale	3.245022	Assistanat commercial	1.831185	Relation commerciale grands comptes et entreprises	405	0	29.000000	xxxxxxxxxxxxxxxxxxx	95	6	10609	3.430715	Relation technico-commerciale	3.245022	Assistanat commercial	1.831185	Relation commerciale grands comptes et entreprises	405	0	35.000000	/SalariesFrance_6/39_LIBROME_MINUSCULE	95	0	10609	1.432848	Relation technico-commerciale	1.423547	Comptabilite	1.393768	Assistanat en ressources humaines	524	0
10.000000	xxxxx.xxxxxxxxxxxxx	35	3	0	6.793846	LYON	4.767692	GRENOBLE	4.507692	SAINT-ÉTIENNE	304	0	10.000000	...x...x...x..x.x..	35	3	0	6.793846	LYON	4.767692	GRENOBLE	4.507692	SAINT-ÉTIENNE	304	0	10.000000	x....x....x..x....x	35	3	0	6.793846	LYON	4.767692	GRENOBLE	4.507692	SAINT-ÉTIENNE	304	0	9.000000	/SalariesFrance_6/56_ZE2010_LIB	35	3	0	1.252309	PARIS	0.994524	LYON	0.851716	TOULOUSE	304	0
1.000000	...................	1	1	0	83.276923	R	16.723077	N			2	0	1.000000	...................	1	1	0	83.276923	R	16.723077	N			2	0	1.000000	...................	1	1	0	83.276923	R	16.723077	N			2	0	1.000000	/SalariesFrance_6/47_RENSEIGNE	1	1	0	99.191075	R	0.808925	N			2	0
4.000000	xxxxx.xxxxxxxxxxxxx	5	4	1403	6.943724	69003	4.872871	38100	4.607136	42100	301	0	4.000000	...x...x...x..x.x..	5	4	1403	6.943724	69003	4.872871	38100	4.607136	42100	301	0	4.000000	x....x....x..x....x	5	4	1403	6.943724	69003	4.872871	38100	4.607136	42100	301	0	4.000000	/SalariesFrance_6/21_CP_PRINCIPAL	5	4	15222	1.266657	75008	1.005919	69003	0.861475	31500	301	0
4.000000	Nx.NNNxxxx..xxxNNxN	55	0	38622	2.934263	SUITE 200	2.585488	SUITE 101	1.978922	SUITE 100	2516	0	4.000000	NNx.NNNNNNxxxxxxxxx	55	0	38622	2.934263	SUITE 200	2.585488	SUITE 101	1.978922	SUITE 100	2516	0	4.000000	NNNNNNNNNNNNNNNNNNN	55	0	38622	2.934263	SUITE 200	2.585488	SUITE 101	1.978922	SUITE 100	2516	0	4.000000	/CMSprovider_1/19_NPPES_PROVIDER_STREET2	55	1	5144940	3.762090	SUITE 100	3.672395	SUITE 200	2.058322	SUITE 101	65394	0
0.000000	...................	1	1	1	99.841536	I	0.158464	O			2	0	0.000000	...................	1	1	1	99.841536	I	0.158464	O			2	0	0.000000	...................	1	1	1	99.841536	I	0.158464	O			2	0	0.000000	/CMSprovider_1/13_NPPES_ENTITY_CODE	1	1	1	95.630379	I	4.369621	O			2	0
0.000000	...................	1	1	1	100.000000	N					1	0	0.000000	...................	1	1	1	100.000000	N					1	0	0.000000	...................	1	1	1	100.000000	N					1	0	0.000000	/CMSprovider_1/8_HCPCS_DRUG_INDICATOR	1	1	1	94.025092	N	5.974908	Y			2	0
58.000000	...................	256	8	1	4.743150	Initial hospital inpatient care, typically 70 minutes per day	4.036985	Subsequent hospital inpatient care, typically 25 minutes per day	3.069278	Subsequent hospital inpatient care, typically 35 minutes per day	1433	0	58.000000	...................	256	8	1	4.743150	Initial hospital inpatient care, typically 70 minutes per day	4.036985	Subsequent hospital inpatient care, typically 25 minutes per day	3.069278	Subsequent hospital inpatient care, typically 35 minutes per day	1433	0	58.000000	...................	256	8	1	4.743150	Initial hospital inpatient care, typically 70 minutes per day	4.036985	Subsequent hospital inpatient care, typically 25 minutes per day	3.069278	Subsequent hospital inpatient care, typically 35 minutes per day	1433	0	60.000000	/CMSprovider_1/7_HCPCS_DESCRIPTION	256	6	1	4.558383	Established patient office or other outpatient visit, typically 15 minutes	3.926990	Established patient office or other outpatient, visit typically 25 minutes	1.801424	Subsequent hospital inpatient care, typically 25 minutes per day	5361	0
0.000000	...................	1	1	104	95.819465	F	4.180535	M			2	0	0.000000	NNNNNNNNNNNNNNNNNNN	1	0	104	95.819465	F	4.180535	M			2	0	0.000000	...................	1	1	104	95.819465	F	4.180535	M			2	0	0.000000	/CMSprovider_1/16_NPPES_PROVIDER_GENDER	1	1	405846	74.281727	M	25.718273	F			2	0
1.000000	...................	2	2	1	99.924614	US	0.035385	CO	0.015385	AR	9	0	1.000000	...................	2	2	1	99.924614	US	0.035385	CO	0.015385	AR	9	0	1.000000	...................	2	2	1	99.924614	US	0.035385	CO	0.015385	AR	9	0	1.000000	/CMSprovider_1/15_NPPES_PROVIDER_COUNTRY	2	2	1	99.995639	US	0.000915	DE	0.000441	CA	27	0
4.000000	...................	5	5	1	4.743150	99223	4.036985	99232	3.069278	99233	1514	0	4.000000	..x.xx...x....x....	5	5	1	4.743150	99223	4.036985	99232	3.069278	99233	1514	0	4.000000	.......x...x.......	5	5	1	4.743150	99223	4.036985	99232	3.069278	99233	1514	0	4.000000	/CMSprovider_1/6_HCPCS_CODE	5	5	1	4.558383	99213	3.926990	99214	1.801424	99232	5983	0
9.000000	x........x..x.x....	22	2	1	5.441622	PHOENIX	4.556993	LOS ANGELES	4.307759	BIRMINGHAM	1599	0	9.000000	......x........xxx.	22	2	1	5.441622	PHOENIX	4.556993	LOS ANGELES	4.307759	BIRMINGHAM	1599	0	9.000000	xxxxxxxxxxxxxxxxxxx	22	2	1	5.441622	PHOENIX	4.556993	LOS ANGELES	4.307759	BIRMINGHAM	1599	0	8.000000	/CMSprovider_1/14_NPPES_PROVIDER_CITY	28	2	1	1.019630	NEW YORK	0.895501	HOUSTON	0.773051	CHICAGO	12835	0
3.000000	x.xxxxxx.x.xx..x...	20	2	1378	40.023891	M.D.	36.319198	MD	4.773506	CRNA	435	0	3.000000	x......xx......x..x	20	2	1378	40.023891	M.D.	36.319198	MD	4.773506	CRNA	435	0	3.000000	....x............xx	20	2	1378	40.023891	M.D.	36.319198	MD	4.773506	CRNA	435	0	3.000000	/CMSprovider_1/12_NPPES_CREDENTIALS	20	1	580963	38.995906	MD	36.498994	M.D.	3.325242	D.O.	13622	0
1.000000	...................	2	2	1	46.860721	CA	18.344898	AZ	15.855629	AL	58	0	1.000000	...................	2	2	1	46.860721	CA	18.344898	AZ	15.855629	AL	58	0	1.000000	...................	2	2	1	46.860721	CA	18.344898	AZ	15.855629	AL	58	0	1.000000	/CMSprovider_1/17_NPPES_PROVIDER_STATE	2	2	1	7.800998	CA	7.368681	FL	6.798863	TX	61	0
0.000000	...................	1	1	1	93.672210	Y	6.327790	N			2	0	0.000000	...................	1	1	1	93.672210	Y	6.327790	N			2	0	0.000000	...................	1	1	1	93.672210	Y	6.327790	N			2	0	0.000000	/CMSprovider_1/10_MEDICARE_PARTICIPATION_INDICATOR	1	1	1	99.955695	Y	0.044305	N			2	0
17.000000	xxxxxxxxxx.xxxxxxxx	55	3	1	1.021554	300 PASTEUR DR	0.960015	13400 E SHEA BLVD	0.938476	4301 W MARKHAM ST # 783	7277	0	17.000000	x.xxx.xxxxxxxxxxx.x	55	3	1	1.021554	300 PASTEUR DR	0.960015	13400 E SHEA BLVD	0.938476	4301 W MARKHAM ST # 783	7277	0	17.000000	.x..x.....xx..xxxxx	55	3	1	1.021554	300 PASTEUR DR	0.960015	13400 E SHEA BLVD	0.938476	4301 W MARKHAM ST # 783	7277	0	17.000000	/CMSprovider_1/18_NPPES_PROVIDER_STREET1	55	2	1	0.242241	200 1ST ST SW	0.161845	9500 EUCLID AVE	0.085197	1600 SW ARCHER RD	321774	0
0.000000	...................	1	1	1	93.961446	F	6.038554	O			2	0	0.000000	...................	1	1	1	93.961446	F	6.038554	O			2	0	0.000000	...................	1	1	1	93.961446	F	6.038554	O			2	0	0.000000	/CMSprovider_1/22_PLACE_OF_SERVICE	1	1	1	59.830428	O	40.169572	F			2	0
16.000000	...................	43	4	1	18.567978	Diagnostic Radiology	15.461776	Internal Medicine	8.503208	Emergency Medicine	73	0	16.000000	...................	43	4	1	18.567978	Diagnostic Radiology	15.461776	Internal Medicine	8.503208	Emergency Medicine	73	0	16.000000	...................	43	4	1	18.567978	Diagnostic Radiology	15.461776	Internal Medicine	8.503208	Emergency Medicine	73	0	16.000000	/CMSprovider_1/23_PROVIDER_TYPE	43	4	1	13.143296	Diagnostic Radiology	12.815944	Internal Medicine	10.380554	Family Practice	90	0
4.000000	xxxxxxNNxNNNNNNxxNx	55	1	39113	2.955151	SUITE 200	2.584309	SUITE 101	2.198014	SUITE 300	2427	0	4.000000	xxxx.xx.NxNxxNxxxxN	55	0	39113	2.955151	SUITE 200	2.584309	SUITE 101	2.198014	SUITE 300	2427	0	4.000000	xxxNNxNNNxxxxNxNx.x	55	1	39113	2.955151	SUITE 200	2.584309	SUITE 101	2.198014	SUITE 300	2427	0	4.000000	/CMSprovider_2/19_NPPES_PROVIDER_STREET2	55	0	5144940	3.762090	SUITE 100	3.672395	SUITE 200	2.058322	SUITE 101	65394	0
0.000000	...................	1	1	1	99.841536	I	0.158464	O			2	0	0.000000	...................	1	1	1	99.841536	I	0.158464	O			2	0	0.000000	...................	1	1	1	99.841536	I	0.158464	O			2	0	0.000000	/CMSprovider_2/13_NPPES_ENTITY_CODE	1	0	1	95.630379	I	4.369621	O			2	0
0.000000	...................	1	1	1	100.000000	N					1	0	0.000000	...................	1	1	1	100.000000	N					1	0	0.000000	...................	1	1	1	100.000000	N					1	0	0.000000	/CMSprovider_2/8_HCPCS_DRUG_INDICATOR	1	0	1	94.025092	N	5.974908	Y			2	0
56.000000	.............x.....	256	8	1	4.998538	Subsequent hospital inpatient care, typically 25 minutes per day	4.061601	Subsequent hospital inpatient care, typically 35 minutes per day	2.595425	Initial hospital inpatient care, typically 70 minutes per day	1397	0	56.000000	...................	256	8	1	4.998538	Subsequent hospital inpatient care, typically 25 minutes per day	4.061601	Subsequent hospital inpatient care, typically 35 minutes per day	2.595425	Initial hospital inpatient care, typically 70 minutes per day	1397	0	56.000000	...................	256	8	1	4.998538	Subsequent hospital inpatient care, typically 25 minutes per day	4.061601	Subsequent hospital inpatient care, typically 35 minutes per day	2.595425	Initial hospital inpatient care, typically 70 minutes per day	1397	0	60.000000	/CMSprovider_2/7_HCPCS_DESCRIPTION	256	0	1	4.558383	Established patient office or other outpatient visit, typically 15 minutes	3.926990	Established patient office or other outpatient, visit typically 25 minutes	1.801424	Subsequent hospital inpatient care, typically 25 minutes per day	5361	0
0.000000	...................	1	1	104	95.819465	F	4.180535	M			2	0	0.000000	...................	1	1	104	95.819465	F	4.180535	M			2	0	0.000000	...................	1	1	104	95.819465	F	4.180535	M			2	0	0.000000	/CMSprovider_2/16_NPPES_PROVIDER_GENDER	1	0	405846	74.281727	M	25.718273	F			2	0
1.000000	...................	2	2	1	99.924614	US	0.035385	CO	0.015385	AR	9	0	1.000000	...................	2	2	1	99.924614	US	0.035385	CO	0.015385	AR	9	0	1.000000	...................	2	2	1	99.924614	US	0.035385	CO	0.015385	AR	9	0	1.000000	/CMSprovider_2/15_NPPES_PROVIDER_COUNTRY	2	0	1	99.995639	US	0.000915	DE	0.000441	CA	27	0
4.000000	...................	5	5	1	4.998538	99232	4.061601	99233	2.595425	99223	1477	0	4.000000	...................	5	5	1	4.998538	99232	4.061601	99233	2.595425	99223	1477	0	4.000000	...................	5	5	1	4.998538	99232	4.061601	99233	2.595425	99223	1477	0	4.000000	/CMSprovider_2/6_HCPCS_CODE	5	0	1	4.558383	99213	3.926990	99214	1.801424	99232	5983	0
9.000000	xxxxxxxxxxxxxx..xxx	22	2	1	5.441622	PHOENIX	4.906229	LOS ANGELES	4.307759	BIRMINGHAM	1566	0	9.000000	..xx..........xxxxx	22	2	1	5.441622	PHOENIX	4.906229	LOS ANGELES	4.307759	BIRMINGHAM	1566	0	9.000000	xxxxxxx.x.xxxxxx.xx	22	2	1	5.441622	PHOENIX	4.906229	LOS ANGELES	4.307759	BIRMINGHAM	1566	0	8.000000	/CMSprovider_2/14_NPPES_PROVIDER_CITY	28	0	1	1.019630	NEW YORK	0.895501	HOUSTON	0.773051	CHICAGO	12835	0
3.000000	x.x......xxx..xxx..	20	2	1322	40.342033	M.D.	35.630830	MD	5.070825	CRNA	430	0	3.000000	xxxxNxxxxxxxxxxxx.x	20	2	1322	40.342033	M.D.	35.630830	MD	5.070825	CRNA	430	0	3.000000	...xxxxxxx.xx.x.xx.	20	2	1322	40.342033	M.D.	35.630830	MD	5.070825	CRNA	430	0	3.000000	/CMSprovider_2/12_NPPES_CREDENTIALS	20	0	580963	38.995906	MD	36.498994	M.D.	3.325242	D.O.	13622	0
1.000000	...................	2	2	1	49.060755	CA	18.344898	AZ	15.855629	AL	58	0	1.000000	...................	2	2	1	49.060755	CA	18.344898	AZ	15.855629	AL	58	0	1.000000	...................	2	2	1	49.060755	CA	18.344898	AZ	15.855629	AL	58	0	1.000000	/CMSprovider_2/17_NPPES_PROVIDER_STATE	2	0	1	7.800998	CA	7.368681	FL	6.798863	TX	61	0
0.000000	...................	1	1	1	93.672210	Y	6.327790	N			2	0	0.000000	...................	1	1	1	93.672210	Y	6.327790	N			2	0	0.000000	...................	1	1	1	93.672210	Y	6.327790	N			2	0	0.000000	/CMSprovider_2/10_MEDICARE_PARTICIPATION_INDICATOR	1	0	1	99.955695	Y	0.044305	N			2	0
17.000000	xxxxx.xxxxxxx.x..xx	55	3	1	1.090786	300 PASTEUR DR	0.960015	13400 E SHEA BLVD	0.938476	4301 W MARKHAM ST # 783	6984	0	17.000000	xxxxxxxxxxxx.xxxx..	55	3	1	1.090786	300 PASTEUR DR	0.960015	13400 E SHEA BLVD	0.938476	4301 W MARKHAM ST # 783	6984	0	17.000000	xx.xxxxxx...xxx.xxx	55	3	1	1.090786	300 PASTEUR DR	0.960015	13400 E SHEA BLVD	0.938476	4301 W MARKHAM ST # 783	6984	0	17.000000	/CMSprovider_2/18_NPPES_PROVIDER_STREET1	55	0	1	0.242241	200 1ST ST SW	0.161845	9500 EUCLID AVE	0.085197	1600 SW ARCHER RD	321774	0
0.000000	...................	1	1	1	93.961446	F	6.038554	O			2	0	0.000000	...................	1	1	1	93.961446	F	6.038554	O			2	0	0.000000	...................	1	1	1	93.961446	F	6.038554	O			2	0	0.000000	/CMSprovider_2/22_PLACE_OF_SERVICE	1	0	1	59.830428	O	40.169572	F			2	0
16.000000	...................	43	4	1	24.700380	Diagnostic Radiology	15.549470	Internal Medicine	8.503208	Emergency Medicine	72	0	16.000000	..................x	43	4	1	24.700380	Diagnostic Radiology	15.549470	Internal Medicine	8.503208	Emergency Medicine	72	0	16.000000	...................	43	4	1	24.700380	Diagnostic Radiology	15.549470	Internal Medicine	8.503208	Emergency Medicine	72	0	16.000000	/CMSprovider_2/23_PROVIDER_TYPE	43	0	1	13.143296	Diagnostic Radiology	12.815944	Internal Medicine	10.380554	Family Practice	90	0
39.000000	...................	40	9	0	20.515385	DEPARTMENT OF ARMY                      	15.595385	GENERAL SERVICES ADMINISTRATION         	13.447692	DEPARTMENT OF NAVY                      	45	0	39.000000	...................	40	9	0	20.515385	DEPARTMENT OF ARMY                      	15.595385	GENERAL SERVICES ADMINISTRATION         	13.447692	DEPARTMENT OF NAVY                      	45	0	39.000000	...................	40	9	0	20.515385	DEPARTMENT OF ARMY                      	15.595385	GENERAL SERVICES ADMINISTRATION         	13.447692	DEPARTMENT OF NAVY                      	45	0	39.000000	/CommonGovernment_4/23_description	40	9	0	24.597205	OFFICE OF SECRETARY OF DEFENSE          	13.154486	DEPARTMENT OF ARMY                      	12.629403	DEPARTMENT OF NAVY                      	56	0
4.000000	...................	4	4	0	11.263077	X111	5.489231	5680	3.173846	5133	776	0	4.000000	.x............x.x.x	4	4	0	11.263077	X111	5.489231	5680	3.173846	5133	776	0	4.000000	......x.xxxxx.xx.x.	4	4	0	11.263077	X111	5.489231	5680	3.173846	5133	776	0	4.000000	/CommonGovernment_4/42_prod_or_serv_code	4	4	0	9.619905	6515	7.383865	6505	3.153873	5120	1713	0
20.000000	xxxxxxxxxxxxxxx.xxx	20	20	0	16.026154	2010-10-01 00:00:00 	1.883077	2010-10-04 00:00:00 	1.733846	2010-11-23 00:00:00 	138	0	20.000000	...................	20	20	0	16.026154	2010-10-01 00:00:00 	1.883077	2010-10-04 00:00:00 	1.733846	2010-11-23 00:00:00 	138	0	20.000000	xxxx.xxxxxxxxxxxxxx	20	20	0	16.026154	2010-10-01 00:00:00 	1.883077	2010-10-04 00:00:00 	1.733846	2010-11-23 00:00:00 	138	0	20.000000	/CommonGovernment_4/19_contract_signeddate	20	20	0	0.483953	2010-10-01 00:00:00 	0.269209	2014-10-01 00:00:00 	0.259537	2011-09-30 00:00:00 	2209	0
1.000000	...................	1	1	0	46.180000	C	27.030769	D	26.735385	A	5	0	1.000000	...................	1	1	0	46.180000	C	27.030769	D	26.735385	A	5	0	1.000000	...................	1	1	0	46.180000	C	27.030769	D	26.735385	A	5	0	1.000000	/CommonGovernment_4/8_award_type_code	1	1	0	57.990928	C	25.372289	B	9.517970	A	9	0
1.000000	...................	1	1	0	100.000000	1					1	0	1.000000	...................	1	1	0	100.000000	1					1	0	1.000000	...................	1	1	0	100.000000	1					1	0	1.000000	/CommonGovernment_4/47_quarter	1	1	0	30.738503	4	24.154498	3	22.752021	2	4	0
22.000000	...................	37	2	0	59.227692	FACILITIES & CONSTRUCTION	9.966154	PROFESSIONAL SERVICES	9.253846	INDUSTRIAL PRODUCTS & SERVICES	10	0	22.000000	...................	37	2	0	59.227692	FACILITIES & CONSTRUCTION	9.966154	PROFESSIONAL SERVICES	9.253846	INDUSTRIAL PRODUCTS & SERVICES	10	0	22.000000	...................	37	2	0	59.227692	FACILITIES & CONSTRUCTION	9.966154	PROFESSIONAL SERVICES	9.253846	INDUSTRIAL PRODUCTS & SERVICES	10	0	18.000000	/CommonGovernment_4/33_level1_category	37	2	0	21.598205	MEDICAL	19.875996	FACILITIES & CONSTRUCTION	17.239922	INDUSTRIAL PRODUCTS & SERVICES	10	0
45.000000	...x.....x.........	100	11	0	11.263077	X111 (LEASE/RENTAL OF OFFICE BUILDINGS)	5.489231	5680 (MISCELLANEOUS CONSTRUCTION MATERIALS)	3.173846	5133 (DRILL BITS, COUNTERBORES, AND COUNTERSINKS: HAND AND MACHINE)	776	0	45.000000	.x...x..x..........	100	11	0	11.263077	X111 (LEASE/RENTAL OF OFFICE BUILDINGS)	5.489231	5680 (MISCELLANEOUS CONSTRUCTION MATERIALS)	3.173846	5133 (DRILL BITS, COUNTERBORES, AND COUNTERSINKS: HAND AND MACHINE)	776	0	45.000000	....x..........xx..	100	11	0	11.263077	X111 (LEASE/RENTAL OF OFFICE BUILDINGS)	5.489231	5680 (MISCELLANEOUS CONSTRUCTION MATERIALS)	3.173846	5133 (DRILL BITS, COUNTERBORES, AND COUNTERSINKS: HAND AND MACHINE)	776	0	45.000000	/CommonGovernment_4/45_psc_code_description	100	11	0	9.619905	6515 (MEDICAL AND SURGICAL INSTRUMENTS, EQUIPMENT, AND SUPPLIES)	7.383865	6505 (DRUGS AND BIOLOGICALS)	3.153873	5120 (HAND TOOLS, NONEDGED, NONPOWERED)	1713	0
4.000000	...................	4	4	0	99.790769	2011	0.209231	2010			2	0	4.000000	...................	4	4	0	99.790769	2011	0.209231	2010			2	0	4.000000	...................	4	4	0	99.790769	2011	0.209231	2010			2	0	4.000000	/CommonGovernment_4/56_year	4	4	0	23.198041	2011	20.891156	2015	20.863479	2012	7	0
1.000000	...................	1	1	0	46.180000	C	27.030769	D	26.735385	A	5	0	1.000000	...................	1	1	0	46.180000	C	27.030769	D	26.735385	A	5	0	1.000000	...................	1	1	0	46.180000	C	27.030769	D	26.735385	A	5	0	0.000000	/CommonGovernment_4/14_cd_contactiontype	1	1	29	57.991079	C	25.372355	B	9.517995	A	9	0
1.000000	...................	2	2	660	11.983214	MO	11.168791	DC	8.108486	PA	57	0	1.000000	...................	2	2	660	11.983214	MO	11.168791	DC	8.108486	PA	57	0	1.000000	...................	2	2	660	11.983214	MO	11.168791	DC	8.108486	PA	57	0	1.000000	/CommonGovernment_4/16_co_state	2	2	76813	19.332765	PA	10.932749	DC	8.502143	VA	61	0
40.000000	...................	40	40	0	20.515385	DEPARTMENT OF ARMY                      	15.590769	GENERAL SERVICES ADMINISTRATION         	13.447692	DEPARTMENT OF NAVY                      	43	0	40.000000	...................	40	40	0	20.515385	DEPARTMENT OF ARMY                      	15.590769	GENERAL SERVICES ADMINISTRATION         	13.447692	DEPARTMENT OF NAVY                      	43	0	40.000000	...................	40	40	0	20.515385	DEPARTMENT OF ARMY                      	15.590769	GENERAL SERVICES ADMINISTRATION         	13.447692	DEPARTMENT OF NAVY                      	43	0	40.000000	/CommonGovernment_4/29_funding_agency_name	40	40	0	24.597205	OFFICE OF SECRETARY OF DEFENSE          	13.154486	DEPARTMENT OF ARMY                      	12.629403	DEPARTMENT OF NAVY                      	50	0
50.000000	...................	50	50	0	26.796923	GENERAL SERVICES ADMINISTRATION                   	17.230769	DEPARTMENT OF ARMY                                	10.344615	OFFICE OF SECRETARY OF DEFENSE                    	40	0	50.000000	...................	50	50	0	26.796923	GENERAL SERVICES ADMINISTRATION                   	17.230769	DEPARTMENT OF ARMY                                	10.344615	OFFICE OF SECRETARY OF DEFENSE                    	40	0	50.000000	...................	50	50	0	26.796923	GENERAL SERVICES ADMINISTRATION                   	17.230769	DEPARTMENT OF ARMY                                	10.344615	OFFICE OF SECRETARY OF DEFENSE                    	40	0	50.000000	/CommonGovernment_4/4_ag_name	50	50	0	25.608972	OFFICE OF SECRETARY OF DEFENSE                    	13.371053	GENERAL SERVICES ADMINISTRATION                   	10.617249	DEPARTMENT OF ARMY                                	46	0
19.000000	....x..............	19	19	0	16.026154	2010-10-01 00:00:00	1.883077	2010-10-04 00:00:00	1.733846	2010-11-23 00:00:00	138	0	19.000000	.xx.xxxxxxx...xxx.x	19	19	0	16.026154	2010-10-01 00:00:00	1.883077	2010-10-04 00:00:00	1.733846	2010-11-23 00:00:00	138	0	19.000000	xxxxxxxxxxxxxxxxxxx	19	19	0	16.026154	2010-10-01 00:00:00	1.883077	2010-10-04 00:00:00	1.733846	2010-11-23 00:00:00	138	0	19.000000	/CommonGovernment_4/51_signeddate	19	19	0	0.483953	2010-10-01 00:00:00	0.269209	2014-10-01 00:00:00	0.259537	2011-09-30 00:00:00	2209	0
50.000000	xxxx.xxxxxxxxxx.xxx	50	50	0	25.953846	                                                  	0.815385	0001                                              	0.744615	0002                                              	30758	0	50.000000	xxxxxxxxxxxxxxxxxxx	50	50	0	25.953846	                                                  	0.815385	0001                                              	0.744615	0002                                              	30758	0	50.000000	xxxxxxx.xxxxxxx.xxx	50	50	0	25.953846	                                                  	0.815385	0001                                              	0.744615	0002                                              	30758	0	50.000000	/CommonGovernment_4/41_primary_contract_piid	51	50	0	12.585525	                                                  	0.640012	0001                                              	0.539990	0002                                              	4388641	0
3.000000	...................	4	1	0	27.084615	 	26.827692	9700	14.430769	4730	110	0	3.000000	...................	4	1	0	27.084615	 	26.827692	9700	14.430769	4730	110	0	3.000000	...................	4	1	0	27.084615	 	26.827692	9700	14.430769	4730	110	0	3.000000	/CommonGovernment_4/48_refidvid_agencyid	4	1	0	32.490482	 	31.206912	9700	14.538760	4730	167	0
10.000000	xx..xxxxxxxx.xxxxxx	38	3	0	1.093846	0001	0.978462	0002	0.818462	0003	43709	0	10.000000	xxxxxxxxxxxxxxxxxxx	38	3	0	1.093846	0001	0.978462	0002	0.818462	0003	43709	0	10.000000	xxxxxxxxxxxxxxxxxxx	38	3	0	1.093846	0001	0.978462	0002	0.818462	0003	43709	0	10.000000	/CommonGovernment_4/3_a_aid_acontid_piid	50	1	0	0.743850	0001	0.622186	0002	0.527022	0003	5178172	0
56.000000	xxx.x.x.x..x...xxx.	102	2	0	3.820000	MISCELLANEOUS FOREIGN CONTRACTORS                                                                   	3.420000	SCIENCE APPLICATIONS INTERNATIONAL CORPORATION	2.695385	J  amp; L AMERICA, INC.	14136	0	56.000000	.xxxxxxxxxxxxxxxxxx	102	2	0	3.820000	MISCELLANEOUS FOREIGN CONTRACTORS                                                                   	3.420000	SCIENCE APPLICATIONS INTERNATIONAL CORPORATION	2.695385	J  amp; L AMERICA, INC.	14136	0	56.000000	...xx...xx.......xx	102	2	0	3.820000	MISCELLANEOUS FOREIGN CONTRACTORS                                                                   	3.420000	SCIENCE APPLICATIONS INTERNATIONAL CORPORATION	2.695385	J  amp; L AMERICA, INC.	14136	0	34.000000	/CommonGovernment_4/54_vend_vendorname	108	1	663	2.590725	AMERISOURCEBERGEN DRUG CORPORA	2.564223	CARDINAL HEALTH 200, LLC	1.715604	MISCELLANEOUS FOREIGN AWARDEES	406448	0
2.000000	...................	2	2	0	26.796923	47	17.230769	21	10.344615	97	40	0	2.000000	...................	2	2	0	26.796923	47	17.230769	21	10.344615	97	40	0	2.000000	...................	2	2	0	26.796923	47	17.230769	21	10.344615	97	40	0	2.000000	/CommonGovernment_4/5_agency_code	2	2	0	25.608972	97	13.371053	47	10.617249	21	47	0
30.000000	...................	50	1	3004	52.832441	ONLY MY AGENCY                                    	28.396993	 	10.631331	ONLY MY AGENCY	78	0	30.000000	...................	50	1	3004	52.832441	ONLY MY AGENCY                                    	28.396993	 	10.631331	ONLY MY AGENCY	78	0	30.000000	...........x.......	50	1	3004	52.832441	ONLY MY AGENCY                                    	28.396993	 	10.631331	ONLY MY AGENCY	78	0	26.000000	/CommonGovernment_4/55_whocanuse	50	1	104595	33.644527	 	33.610305	ONLY MY AGENCY                                    	12.875843	ALL AGENCIES                                      	1202	0
4.000000	...................	4	4	0	41.476923	9700	14.021538	4740	12.258462	4732	134	0	4.000000	...................	4	4	0	41.476923	9700	14.021538	4740	12.258462	4732	134	0	4.000000	...................	4	4	0	41.476923	9700	14.021538	4740	12.258462	4732	134	0	4.000000	/CommonGovernment_4/2_a_aid_acontid_agencyid	4	4	0	48.598672	9700	10.961766	4732	9.393864	3600	210	0
8.000000	.xx..x.x.....x...x.	9	7	0	5.898462	123456787	3.181538	148983229	2.741538	053324711	11678	0	8.000000	.x.................	9	7	0	5.898462	123456787	3.181538	148983229	2.741538	053324711	11678	0	8.000000	...................	9	7	0	5.898462	123456787	3.181538	148983229	2.741538	053324711	11678	0	8.000000	/CommonGovernment_4/53_vend_dunsnumber	9	1	0	3.732990	007914906	2.915933	961027315	2.577334	123456787	305530	0
2.000000	...................	2	2	0	20.515385	21	15.595385	47	13.447692	17	45	0	2.000000	...................	2	2	0	20.515385	21	15.595385	47	13.447692	17	45	0	2.000000	...................	2	2	0	20.515385	21	15.595385	47	13.447692	17	45	0	2.000000	/CommonGovernment_4/17_code	2	2	0	24.597205	97	13.154486	21	12.629403	17	56	0
