,block_1,block_2,block_3,db_1_max,db_1_min,db_1_null,db_1_unique,db_2_max,db_2_min,db_2_null,db_2_unique,db_3_max,db_3_min,db_3_null,db_3_unique,max,min,name,null_count,path,random_1,random_2,random_3,size,top_1_percent,top_1_value,top_2_percent,top_2_value,top_3_percent,top_3_value,unique,zero_count
218,xNxNNNNNNNNNNNNxNNNN,NNNNNNNNNNNNNNNNNNNN,NNNNNNNNNNNNNNNNNNNN,3230.0,8.69999980926514,20723,8271,59.7999992370605,8.60000038146973,17078,7237,82.4199981689453,8.69999980926514,20042,8555,3230.0,0.0,SalariesFrance_4/9_ADECCO_SALAIRES_BRUTS.double,347678,/data/mt-compression/code/tools/datasets/formatted/SalariesFrance/4/SalariesFrance_4/9_ADECCO_SALAIRES_BRUTS.double,10.4760593852234,,,1343758,0.6,15.3560319762166,0.5,23.3295197715759,0.4,20.2332228546997,102263,2
219,NxxxNNxNxNxxNNxxNxxN,xxxxxxx..xxxxxxx..xx,xNxxxxxxxNxxxxxxxxxx,2701.64489442628,-463.571494535393,9587,37802,907.21619319154,-175.917365652482,1996,26995,3298.84497635063,-176.028326339273,11080,36509,23277.5045763323,-583.70529247256,SalariesFrance_4/11_AG_30_39.double,192439,/data/mt-compression/code/tools/datasets/formatted/SalariesFrance/4/SalariesFrance_4/11_AG_30_39.double,,0.0093049422135763,0.126610622346124,1343758,26.0,0.0,0.0,-1.38777878078145e-17,0.0,0.665668225863121,717917,349558
220,xxNNNNNxxxxxxxxxxxxx,xxxxxxxxxxxxxxxxxxxx,xxxxxxxxxxxxxxxxxxx.,3991.71624061936,3.76229497625741e-07,8408,48452,1012.92872704843,1.55137720474722e-07,8474,47535,13456.8468838901,3.91474500710395e-06,7995,49701,13456.8468838901,8.22128973272709e-08,SalariesFrance_4/27_EMBAUCHES_NP1.double,170303,/data/mt-compression/code/tools/datasets/formatted/SalariesFrance/4/SalariesFrance_4/27_EMBAUCHES_NP1.double,0.752298965847798,0.0001,0.258272029823037,1343758,7.1,0.0001,1.8,0.0002,0.5,0.0003,965432,0
221,xxxxxxxxxxxxxxxxxxxx,xxxxxxxxxxxxxxxxxxxx,xNxNNNNNNNxNxxxNNxNN,76.1580325147938,-80.1636505084995,1642,25561,2142.19031621639,-169.004525605418,10822,46781,813.103572824771,-142.917045483311,4796,51785,9972.66967749328,-273.762824730709,SalariesFrance_4/26_EMBAUCHES_NM1.double,192439,/data/mt-compression/code/tools/datasets/formatted/SalariesFrance/4/SalariesFrance_4/26_EMBAUCHES_NM1.double,0.00556910899470493,0.275725086551273,0.0913854985095338,1343758,9.2,0.0,0.0,6.93889390390723e-18,0.0,1.38777878078145e-17,954590,123530
222,NNNNNNNNNNNNNNNNNNNN,xxxxxxxxxxxxxxxxxxxx,.xxxxxxxxxxxxx..xxNx,2027.54582448432,-37.3218383307545,14370,29520,6269.88006406498,-86.3482167076893,8618,36067,256.831519686243,-126.941340936085,1465,17107,15804.4867951056,-903.164592680611,SalariesFrance_4/15_AG_P55.double,192439,/data/mt-compression/code/tools/datasets/formatted/SalariesFrance/4/SalariesFrance_4/15_AG_P55.double,,0.0566881006417058,0.0,1343758,30.9,0.0,0.0,0.0752252585943326,0.0,0.195639035355008,659206,415130
223,x.xxx.xx.xxx........,x.xxxxxxxx.xxxxxxxxx,.xxxxxxxx..xx......x,299.349375150246,-44.2567909774064,7344,22836,294.664694630346,-19.73389878817,8614,23421,299.349375150246,-64.070572524854,8714,21628,1446.0751242096,-132.031452760035,SalariesFrance_4/34_INTERIM_NM1.double,201117,/data/mt-compression/code/tools/datasets/formatted/SalariesFrance/4/SalariesFrance_4/34_INTERIM_NM1.double,0.0,0.0,0.0,1343758,50.6,0.0,0.0,0.45,0.0,0.00179679884468897,445262,680034
224,....................,.Nx.................,.......NNNNNNx.xx.xx,715.942972188265,-61.2420500547553,10036,21397,280.919155162446,-48.2502746936977,3607,28757,566.204797964334,-24.2080497360407,10148,21816,1337.65903302281,-131.446384640353,SalariesFrance_4/35_INTERIM_NP1.double,201183,/data/mt-compression/code/tools/datasets/formatted/SalariesFrance/4/SalariesFrance_4/35_INTERIM_NP1.double,0.0,0.0,0.0,1343758,49.8,0.0,0.0,1e-13,0.0,4.50626055014441e-15,451701,668903
225,xxxxxxxxxxxxxxxxxxxx,xNNx..NxNNxNNNNNxNxN,.xx..xxNNxxxNxxxxxxx,21498.555,1234.92,23556,12811,24600.0,1232.46,23265,13034,24600.0,1232.46,22814,13570,24600.0,1232.46,SalariesFrance_4/51_SALAIRE_BRUT.double,511003,/data/mt-compression/code/tools/datasets/formatted/SalariesFrance/4/SalariesFrance_4/51_SALAIRE_BRUT.double,1990.29863095238,1630.6725,2381.28,1343758,0.5,1845.0,0.5,1476.0,0.5,1968.0,150232,0
226,xxxxxxxxxxxxxxxxxxxx,xNNxxxxxxxxxxxxNNNNx,xxxxxxxxxxxxxxxxxxxx,3.76319246733773,-17.1587097528469,10157,52100,3.71678719983749,-16.556649761519,10599,51792,3.71678719983749,-16.556649761519,11119,51352,4.83163724935891,-17.1587097528469,SalariesFrance_4/23_Calculation_392657618632466432.double,221255,/data/mt-compression/code/tools/datasets/formatted/SalariesFrance/4/SalariesFrance_4/23_Calculation_392657618632466432.double,0.764145514226057,-0.972539695722107,-0.860431168954261,1343758,0.0,-15.954589770191,0.0,-16.255619765855,0.0,-1.1236363106547,1001833,0
227,xxxxxxxxxxxxxxxxxxxx,xxx...xx...xxx.....N,xxxx.xxxxxxxxxx.xxxx,1402.69494957582,-343.914306130286,3485,33542,3570.48082721176,-1128.22112585084,14719,31338,829.3877014804,-310.160603765445,8776,33900,9226.00230502647,-1128.22112585084,SalariesFrance_4/13_AG_50_54.double,192439,/data/mt-compression/code/tools/datasets/formatted/SalariesFrance/4/SalariesFrance_4/13_AG_50_54.double,0.586720528919177,0.503583452872111,0.00547713629952564,1343758,32.4,0.0,0.0,1.38777878078145e-17,0.0,0.0833048772239229,640491,435806
228,xxxxxxxxxxxxNNNxxNxx,xxxxxxxxxxxxNNxxxxxx,xxxxxxxxxxxxxxxxxxxx,5040.67764969369,-643.23822689984,7456,53465,9057.67250769611,-476.338025990654,8060,52886,5531.86213821504,-239.541275722034,9682,52430,50772.5101888287,-1452.18291318157,SalariesFrance_4/33_HOMMES.double,192439,/data/mt-compression/code/tools/datasets/formatted/SalariesFrance/4/SalariesFrance_4/33_HOMMES.double,0.322944325228402,1.2124569403929,0.62585140110387,1343758,2.1,0.0,0.0,5.55111512312578e-17,0.0,2.77555756156289e-17,1005657,28360
229,xxxxxxxxxxxxxxxxxxxx,xxxxxxxxxxxxxxxxxxxx,xxx........xxxxxxxxx,969.840918522215,-68.7686997066596,6866,30564,1400.26106638797,-99.2335456012731,7169,28018,969.840918522215,-192.573138348779,8029,29088,12130.1358762282,-349.289466250059,SalariesFrance_4/10_AG_25_29.double,192439,/data/mt-compression/code/tools/datasets/formatted/SalariesFrance/4/SalariesFrance_4/10_AG_25_29.double,0.769393745670178,8.07171652438193,0.125387657356348,1343758,40.3,0.0,0.0,0.215485087266281,0.0,0.135948389536449,548102,541675
230,xxxxxxxx.xxxxxxxxxxx,Nxxxxxxxxxxxxxxxxxxx,....................,1617.41457822998,-693.855478880712,2820,54965,5935.55218559322,-380.123325138272,9831,51471,10012.1548730254,-1119.02977212071,10562,47024,67863.6554988481,-1584.86674425388,SalariesFrance_4/31_EMPSAL_NP1.double,181830,/data/mt-compression/code/tools/datasets/formatted/SalariesFrance/4/SalariesFrance_4/31_EMPSAL_NP1.double,0.563555564803673,,0.0,1343758,2.0,0.0,0.0,-5.55111512312578e-17,0.0,-1.11022302462516e-16,1012714,26469
231,..Nx.xxxxx.x.xxxx.xx,.xxNxxxxxxxxx.xxxxxx,xx.xxxxxx....xxxxxNx,11111.82,8.69999980926514,11535,8146,11992.5,9.10457134246826,12979,8300,11111.82,8.69999980926514,9653,8630,22549.59,0.0,SalariesFrance_4/24_Calculation_393783518250995712.double,221626,/data/mt-compression/code/tools/datasets/formatted/SalariesFrance/4/SalariesFrance_4/24_Calculation_393783518250995712.double,14.6903902929812,31.9540921145962,13.3218425700303,1343758,0.6,15.3560319762166,0.5,23.3295197715759,0.4,20.2332228546997,126180,2
232,xxNxxxNxxxxxxNxNxxxx,xxxxxxxxxxxxxxxNNNxx,NxNxxxxxxNxxxxxxx.xx,14349.18,1241.07,11673,8197,14349.18,1241.07,12008,7292,14349.18,1241.07,12609,8972,22549.59,1234.92,SalariesFrance_4/52_SALAIRE_VF.double,242940,/data/mt-compression/code/tools/datasets/formatted/SalariesFrance/4/SalariesFrance_4/52_SALAIRE_VF.double,1845.13332517096,1466.6489115715,,1343758,0.6,2329.04936983276,0.5,3538.38826375491,0.4,3068.77291037231,107398,0
233,xxxxxxxxxxxxxxxxxxxx,xxxxxxxxxxxxxxxxxxxx,xxxxxxxxxxxxxxxxxxxx,3027.32735543779,-211.141306502092,7507,53108,5678.36418406216,-620.605877707019,10207,49717,6042.65796418769,-233.159313297398,4673,54483,47579.7092475711,-620.605877707019,SalariesFrance_4/32_FEMMES.double,192439,/data/mt-compression/code/tools/datasets/formatted/SalariesFrance/4/SalariesFrance_4/32_FEMMES.double,0.117434852893329,0.177993096313624,0.736486290474586,1343758,2.9,0.0,0.0,-2.77555756156289e-17,0.0,2.77555756156289e-17,996348,38666
234,xxxxNxNxNNxxxxxxNNxx,Nxxxxxxxxxxxxxxxxxxx,xxxxNxxxxxxxxxxxxxxx,3432.44822122632,0.0,23001,41729,1346.80116477795,0.0,23519,41191,1263.69159800098,0.0,23575,41268,6183.16235911588,0.0,SalariesFrance_4/18_BMO_INTENTIONS.double,468477,/data/mt-compression/code/tools/datasets/formatted/SalariesFrance/4/SalariesFrance_4/18_BMO_INTENTIONS.double,0.509918415432377,,0.000611119388975445,1343758,0.4,0.0,0.0,1.0,0.0,0.0309771324315165,862912,5313
235,xxxxxxx..NxxNxxNxxNx,NNNxNxxxNxNxxNNxNxNN,xxxxx......xxxxNxxxx,730.461965606965,0.0,23189,32853,843.539836045086,0.0,21321,33158,299.903568807914,0.0,21209,33366,3852.06331536732,0.0,SalariesFrance_4/17_BMO_DIFFICILE.double,468477,/data/mt-compression/code/tools/datasets/formatted/SalariesFrance/4/SalariesFrance_4/17_BMO_DIFFICILE.double,0.0576205772224302,,0.00347565161127922,1343758,12.5,0.0,0.0,0.00238883770329084,0.0,1.0,701526,168455
236,xxxx.xx.xxxx.xx.x.xx,xxxxxxxNxxxxxNxxxxxx,.xxxxxxx.xxxxxxxxxxx,48.4185089987906,43.0765003568207,4457,18754,47.1293817925164,42.3974074419782,3966,21406,51.0440718612328,41.9333403261228,4379,12759,51.0679386648361,41.4398268462531,SalariesFrance_4/40_Latitude.double,105702,/data/mt-compression/code/tools/datasets/formatted/SalariesFrance/4/SalariesFrance_4/40_Latitude.double,47.3221893824593,46.6085859061769,47.0622999032709,1343758,0.2,43.5259229640383,0.2,45.1418821561113,0.2,43.6036746966961,334540,0
237,xxNxNx..Nx...xNNxxxx,NNNNNxNNx.NNNx.xx.NN,xx.NNx...xx......Nxx,309.107427573002,0.0,15561,20425,50.5884583073362,0.0,15971,19329,1048.38594641899,0.0,21882,21293,4989.52045744661,0.0,SalariesFrance_4/19_BMO_SAISON.double,468477,/data/mt-compression/code/tools/datasets/formatted/SalariesFrance/4/SalariesFrance_4/19_BMO_SAISON.double,0.414042328985733,,0.345428642226762,1343758,33.3,0.0,0.0,1.0,0.0,0.00952943157607523,424423,447167
238,xxxxxxxxxxxxxxxxxxxx,xxxxxxxxxxxxxxxxxxxx,NxxxxNxxxxxNxNNxxxxx,6025.06498286201,-449.972679856738,9277,53062,12501.0382158117,-1305.32261357724,9680,51960,5453.50265831894,-554.107967852383,8807,52373,65775.6829063129,-1509.08875414632,SalariesFrance_4/30_EMPSAL_NM1.double,192434,/data/mt-compression/code/tools/datasets/formatted/SalariesFrance/4/SalariesFrance_4/30_EMPSAL_NM1.double,0.222325220738821,3.98221618140521,,1343758,1.3,0.0,0.0,-5.55111512312578e-17,0.0,-1.11022302462516e-16,971233,18013
239,NxxNxxxxxxNxxxxxxxNx,xxxxxxxxxxxxxxxxxNxx,xxxxxxxxxxxx.xxxxxxx,959.699309195994,2.28326811616364e-07,9443,49959,478.33189775549,1.28312320126491e-07,2212,57490,549.88294517577,6.87722121206169e-08,7640,51877,9537.32906845106,7.36538101988271e-09,SalariesFrance_4/29_EMBAUCHE_CDI.double,170303,/data/mt-compression/code/tools/datasets/formatted/SalariesFrance/4/SalariesFrance_4/29_EMBAUCHE_CDI.double,,0.036205948481105,1.08824577167228,1343758,5.9,5e-05,1.2,0.0001,0.2,0.00015,1051323,0
240,xxxxxxxxx.xxxxxxxxxx,Nx...xx.xxxxxNxNNx..,xxxxxxxxxxxxxxxxxxxx,3.0651369422293,-4.76388296368525,4116,19692,9.43631792165711,-4.64443017892211,3829,14477,3.48393753876268,-1.8672916315889,3857,22715,9.51012917610739,-5.08267813989811,SalariesFrance_4/41_Longitude.double,105702,/data/mt-compression/code/tools/datasets/formatted/SalariesFrance/4/SalariesFrance_4/41_Longitude.double,-3.3851891343341,,2.65120648359167,1343758,0.2,5.38172885036787,0.2,1.5222317581509,0.2,1.42979774493894,334315,0
241,xxxxxxxxxxx.xxxxxxNx,xxxxxxxxxxxxxxxxxxxx,xxxxxxxxxxxxxxxxxxxx,1508.25276291814,-25.4910488043431,7000,54047,1938.065198353,-20.7534389468521,9737,52079,1215.56440691865,-22.5727707543066,9624,51423,10190.8572243351,-128.008194880083,SalariesFrance_4/25_EMBAUCHES_GLOBAL.double,170303,/data/mt-compression/code/tools/datasets/formatted/SalariesFrance/4/SalariesFrance_4/25_EMBAUCHES_GLOBAL.double,0.0060733526770825,0.00110713911366039,0.116207503125374,1343758,2.0,0.00015,2.0,0.000105,0.3,0.0003,1083598,0
242,NNNNxNNx....Nx......,xx..NxxxNNxx.xxxxxxx,xxxxxxxxxx.xxxxx.xxx,1155.54538095381,-31.0598581620118,9835,26428,2006.78948191539,-32.2725536054092,10199,24103,2106.8389395263,-45.517790111434,10477,26108,15904.4311294669,-453.395784430581,SalariesFrance_4/14_AG_M25.double,192439,/data/mt-compression/code/tools/datasets/formatted/SalariesFrance/4/SalariesFrance_4/14_AG_M25.double,,0.0191242753346023,0.0,1343758,44.3,0.0,0.0,7.74016237815497e-05,0.0,0.853051893859281,500473,595037
243,xxNxxxxxNxxxxNxxxNxx,NxxxxxxxxxxxxxNxxxxx,NNxNxNNxNNNxNxNxxNNx,19169.0,1.0,19076,2082,8214.0,1.0,27681,952,8790.0,1.0,27538,747,19169.0,1.0,SalariesFrance_4/8_ADECCO_NB_CAND_METIERS_PROCHES.double,560819,/data/mt-compression/code/tools/datasets/formatted/SalariesFrance/4/SalariesFrance_4/8_ADECCO_NB_CAND_METIERS_PROCHES.double,85.0,,,1343758,1.8,1.0,1.6,2.0,1.4,3.0,2649,0
244,xxxxxxxxxxxxxxxxxxxx,xxxx.xxxxxxxxxxxxxxx,xxxxNxxx.xxxxxxxx..x,145.473444729543,3.21632428427856e-08,7495,50755,45.3640326166247,3.29056840707177e-07,1835,53599,191.667039997676,1.04624980461603e-07,9745,47391,1618.36074437619,1.91636663621816e-08,SalariesFrance_11/16_APPRENTI.double,170303,/data/mt-compression/code/tools/datasets/formatted/SalariesFrance/11/SalariesFrance_11/16_APPRENTI.double,0.0134648028025625,0.00161971624594573,5e-06,1343758,4.6,5e-06,2.9,5e-05,0.8,1e-05,995268,0
245,xxNxNxxxxxxxxNxxxxxx,xxxxxxxxxxxxxxxxxxxx,xxxxxxxxxxxxxxxxxxx.,185.157498955684,4.2060153548179e-08,6778,51950,826.940548220269,2.05389297929377e-07,9398,50853,1886.15156082802,4.2060153548179e-08,5926,52631,3301.53075146823,2.72712634202783e-09,SalariesFrance_11/28_EMBAUCHE_CDD.double,170303,/data/mt-compression/code/tools/datasets/formatted/SalariesFrance/11/SalariesFrance_11/28_EMBAUCHE_CDD.double,0.0360183984661297,0.026995615174271,0.00505194931304583,1343758,6.3,5e-05,1.4,0.0001,0.3,0.00015,1042348,0
246,NNNNNNNNNNxNNNNNNNNN,NNxNNNNxxxNNNNxxxNxN,xxxxxNxxxxxxNxxxxxxx,9688.0,1.0,23067,615,9688.0,1.0,23998,372,3451.0,1.0,22154,359,9688.0,1.0,SalariesFrance_11/7_ADECCO_NB_CANDIDATS.double,475102,/data/mt-compression/code/tools/datasets/formatted/SalariesFrance/11/SalariesFrance_11/7_ADECCO_NB_CANDIDATS.double,,,11.0,1343758,5.9,1.0,4.3,2.0,3.3,3.0,1137,0
247,.......NNNNNNxNNxNNN,xNNxxxxxxxxxxxxxxxxx,xxxxxxxxxxxxxxxxxxxx,1631.42360791555,-364.232705302775,9893,39047,1609.403641602,-235.567605270035,8783,40487,2244.29450331618,-57.5150495331789,8665,38916,20606.9748306762,-1217.83522072076,SalariesFrance_11/12_AG_40_49.double,192439,/data/mt-compression/code/tools/datasets/formatted/SalariesFrance/11/SalariesFrance_11/12_AG_40_49.double,0.0,8.07905666673982,16.0759630254106,1343758,21.6,0.0,0.0,0.312950953489069,0.0,-1.38777878078145e-17,771514,290471
248,NNxNNNNNNNNNNNNNNNNN,xxxxxxxxxxxxxxxxxxxx,NNxNNNxNx..........x,50.0,8.60000038146973,16907,6500,68.5,8.60000038146973,17640,5338,64.0,8.96499991416931,16260,6610,3230.0,0.0,SalariesFrance_11/9_ADECCO_SALAIRES_BRUTS.double,347678,/data/mt-compression/code/tools/datasets/formatted/SalariesFrance/11/SalariesFrance_11/9_ADECCO_SALAIRES_BRUTS.double,,12.5333474346958,,1343758,0.6,15.3560319762166,0.5,23.3295197715759,0.4,20.2332228546997,102263,2
249,xxxxxxxxxxxxxxxxxx..,.xxx.xxxx.xx.xx.xxxx,xNx.NxxxNxxx.xxxx.Nx,1346.77083885139,-116.057713780493,3536,36069,2326.24900675425,-139.654905492042,9978,38179,1486.69523932342,-98.4887849236831,9126,35199,23277.5045763323,-583.70529247256,SalariesFrance_11/11_AG_30_39.double,192439,/data/mt-compression/code/tools/datasets/formatted/SalariesFrance/11/SalariesFrance_11/11_AG_30_39.double,0.195310231087133,0.0,0.0804713694384817,1343758,26.0,0.0,0.0,-1.38777878078145e-17,0.0,0.665668225863121,717917,349558
250,xxxxxxxxNxxxNxxNxxxx,xxxxxxxxxxxxxxxxxxxx,xxxxxxNx.xxxNxxxNxxx,13456.8468838901,5.77307355389263e-06,8670,48624,981.931756863612,1.41374482443929e-06,8684,48654,981.931756863612,1.55141424343659e-06,8956,48613,13456.8468838901,8.22128973272709e-08,SalariesFrance_11/27_EMBAUCHES_NP1.double,170303,/data/mt-compression/code/tools/datasets/formatted/SalariesFrance/11/SalariesFrance_11/27_EMBAUCHES_NP1.double,0.0753361400607166,2.0628254708909,0.00165330823729649,1343758,7.1,0.0001,1.8,0.0002,0.5,0.0003,965432,0
251,xxxxxxxxxxxxxxxxxxxx,xxxxxxxxxxxxxxxxxxxx,xxxxxxxxxxxxxxxxxxxx,9972.66967749328,-273.762824730709,16251,40447,508.862450813015,-41.8422602098706,8842,47575,718.756832695398,-242.168024068658,8626,49460,9972.66967749328,-273.762824730709,SalariesFrance_11/26_EMBAUCHES_NM1.double,192439,/data/mt-compression/code/tools/datasets/formatted/SalariesFrance/11/SalariesFrance_11/26_EMBAUCHES_NM1.double,0.0313002693013944,1.99468988950633,0.880260986657747,1343758,9.2,0.0,0.0,6.93889390390723e-18,0.0,1.38777878078145e-17,954590,123530
252,xxNNNNxxxNNxxxxNNxxx,xxxxxxxxx..xx.xxx.xx,xxxxxxxxxxxxxxxxxxxx,2996.35536197628,-324.59340981767,8840,35117,1079.79970764275,-192.807618847053,2976,34017,4625.26691217205,-145.841103927558,11256,34714,15804.4867951056,-903.164592680611,SalariesFrance_11/15_AG_P55.double,192439,/data/mt-compression/code/tools/datasets/formatted/SalariesFrance/11/SalariesFrance_11/15_AG_P55.double,0.00137141277468039,13.0115159096757,1.78792097481668,1343758,30.9,0.0,0.0,0.0752252585943326,0.0,0.195639035355008,659206,415130
253,....NNx.Nx..NxNxxxxx,......NNNNNNx....Nx.,xxx.xx.xxxx.xxxxxx.x,526.251976177872,-25.5935880152936,9882,21620,865.654017801578,-102.471867577076,8734,21024,500.41532886642,-22.9884031039009,9828,23505,1446.0751242096,-132.031452760035,SalariesFrance_11/34_INTERIM_NM1.double,201117,/data/mt-compression/code/tools/datasets/formatted/SalariesFrance/11/SalariesFrance_11/34_INTERIM_NM1.double,0.0,0.0,3.19545690534043e-05,1343758,50.6,0.0,0.0,0.45,0.0,0.00179679884468897,445262,680034
254,xxxxxxxxxxxxxxxxxxxx,.xNx..xxx.xx.xNxNx..,xxxxxxxxxxxxxxx.xxxx,280.919155162446,-39.9498024513912,3184,30342,300.059389130339,-102.780407031953,8969,22230,188.923993749267,-102.780407031953,10457,21886,1337.65903302281,-131.446384640353,SalariesFrance_11/35_INTERIM_NP1.double,201183,/data/mt-compression/code/tools/datasets/formatted/SalariesFrance/11/SalariesFrance_11/35_INTERIM_NP1.double,0.048799256878635,0.0,0.00429131538524066,1343758,49.8,0.0,0.0,1e-13,0.0,4.50626055014441e-15,451701,668903
255,xxxxxxxNxxxxNxNxNx.x,xNxNNNxNNNNxNNx.NNNx,.........NNNNNNNNNNN,24600.0,1232.46,22568,13306,18450.0,1239.84,20338,8127,24600.0,1232.46,21486,12911,24600.0,1232.46,SalariesFrance_11/51_SALAIRE_BRUT.double,511003,/data/mt-compression/code/tools/datasets/formatted/SalariesFrance/11/SalariesFrance_11/51_SALAIRE_BRUT.double,4242.5283,3838.215,1968.0,1343758,0.5,1845.0,0.5,1476.0,0.5,1968.0,150232,0
256,xxxxxxxxxxxxxxxxxxxx,xxxxxxxxxxxxxxxxxxxx,xxxxxxNxxxxxxxxxxxxx,3.04391618378432,-3.67105138764737,2972,35025,3.97116453196726,-16.8576797571829,11222,51311,3.61874209098866,-16.8576797571829,8638,53911,4.83163724935891,-17.1587097528469,SalariesFrance_11/23_Calculation_392657618632466432.double,221255,/data/mt-compression/code/tools/datasets/formatted/SalariesFrance/11/SalariesFrance_11/23_Calculation_392657618632466432.double,1.81728845620617,1.7235306283231,-1.30883022141635,1343758,0.0,-15.954589770191,0.0,-16.255619765855,0.0,-1.1236363106547,1001833,0
257,NNxxxxNxxxNxNNNNNNNx,x..xx.xx...xxxx.xxxx,xxxxxxxxxxxxxxxxxxxx,505.797663132579,-92.1014031646326,10326,30947,1087.02953429602,-104.912278490815,3279,33728,599.422459933721,-109.439313217514,9529,32115,9226.00230502647,-1128.22112585084,SalariesFrance_11/13_AG_50_54.double,192439,/data/mt-compression/code/tools/datasets/formatted/SalariesFrance/11/SalariesFrance_11/13_AG_50_54.double,,0.0,0.144201461506788,1343758,32.4,0.0,0.0,1.38777878078145e-17,0.0,1.19182244492582,640491,435806
258,xxxxxNxxxxxxxxxxxxxx,NNNNNNNNNNNNNNNNNNNN,xxxxNxxxxxxxxxxxxxxx,3076.22452225232,-378.692311453948,9687,51317,7239.33137787017,-881.696411570846,17694,44163,2344.27179228118,-549.274111652475,7389,53734,50772.5101888287,-1452.18291318157,SalariesFrance_11/33_HOMMES.double,192439,/data/mt-compression/code/tools/datasets/formatted/SalariesFrance/11/SalariesFrance_11/33_HOMMES.double,0.840845553002843,,3.86458571893021,1343758,2.1,0.0,0.0,5.55111512312578e-17,0.0,2.77555756156289e-17,1005657,28360
259,..xxx..xxxxxx.xx..xx,x.xxNNxNxxNxxNNx.NNN,..xx...Nx.xxxx.xxxxN,1159.29505892891,-146.598693895868,10248,28544,775.905507142865,-259.846052599217,10078,28035,4882.53451594099,-94.2381309035846,9661,29716,12130.1358762282,-349.289466250059,SalariesFrance_11/10_AG_25_29.double,192439,/data/mt-compression/code/tools/datasets/formatted/SalariesFrance/11/SalariesFrance_11/10_AG_25_29.double,0.0,0.0,0.0,1343758,40.3,0.0,0.0,0.215485087266281,0.0,0.135948389536449,548102,541675
260,xxxxxxxx.xxxxxxxxxxx,xxxxxxNxxxxNxxxxxxxx,xxxxxxxxxxxxxxxxxxxx,5276.8835438961,-273.243419647157,9221,52260,10128.808400983,-380.123325138272,9369,51798,7282.27946068791,-1476.65406494322,3049,56087,67863.6554988481,-1584.86674425388,SalariesFrance_11/31_EMPSAL_NP1.double,181830,/data/mt-compression/code/tools/datasets/formatted/SalariesFrance/11/SalariesFrance_11/31_EMPSAL_NP1.double,29.787653581018,0.91946857846973,38.9368202131891,1343758,2.0,0.0,0.0,-5.55111512312578e-17,0.0,-1.11022302462516e-16,1012714,26469
261,NNNNNNNNNNNNNNNNNNNN,xNNNNNNNNNNNNNNNNNNx,NNxNNxxx....NxxNNNxx,11111.82,8.60000038146973,11260,9789,11992.5,8.69999980926514,10465,8895,11111.82,8.60000038146973,11009,9471,22549.59,0.0,SalariesFrance_11/24_Calculation_393783518250995712.double,221626,/data/mt-compression/code/tools/datasets/formatted/SalariesFrance/11/SalariesFrance_11/24_Calculation_393783518250995712.double,,20.9408744198741,,1343758,0.6,15.3560319762166,0.5,23.3295197715759,0.4,20.2332228546997,126180,2
262,..xxx.x...xxxx.xx...,xxxxxxx..xxxxxxxxxxx,xxxxxxxxxxxxxxxxxxxN,11992.5,1280.43,4859,6139,14349.18,1241.07,12598,9088,14268.0,1253.37,15479,9682,22549.59,1234.92,SalariesFrance_11/52_SALAIRE_VF.double,242940,/data/mt-compression/code/tools/datasets/formatted/SalariesFrance/11/SalariesFrance_11/52_SALAIRE_VF.double,2407.26168976702,2124.73087798817,3753.96,1343758,0.6,2329.04936983276,0.5,3538.38826375491,0.4,3068.77291037231,107398,0
263,xxxxxxxNxxNNNNNNNx..,xx.xxxxxx.xx..xxx..x,NNxx.xxNxNNxxxxNxNxx,248.253289524853,-60.0916609916599,1135,20478,886.487953185341,-92.5529591413178,3503,53886,2572.6760115362,-218.961273347653,9716,50450,47579.7092475711,-620.605877707019,SalariesFrance_11/32_FEMMES.double,192439,/data/mt-compression/code/tools/datasets/formatted/SalariesFrance/11/SalariesFrance_11/32_FEMMES.double,0.0542605201450659,12.2353093973823,,1343758,2.9,0.0,0.0,-2.77555756156289e-17,0.0,2.77555756156289e-17,996348,38666
264,xNNxxxNxNxxxxxxxxxNx,xxxxxxxxxxxxxxxxxxxx,NNxNNxxNNNNNNNNNNxxx,1993.79480813132,0.0,18532,46168,59.6021171882929,0.0,2935,9941,1270.06116789409,0.0,27252,37626,6183.16235911588,0.0,SalariesFrance_11/18_BMO_INTENTIONS.double,468477,/data/mt-compression/code/tools/datasets/formatted/SalariesFrance/11/SalariesFrance_11/18_BMO_INTENTIONS.double,0.059833656937156,0.194142429651414,,1343758,0.4,0.0,0.0,1.0,0.0,0.0309771324315165,862912,5313
265,xxNNNNNNxNNNNNNx.NxN,xNNxx....xxxxxxxxxxx,xxxxxxxxxxxxxxxxxxNN,1074.04326375887,0.0,20644,35488,715.956281262053,0.0,23873,32063,683.375455202743,0.0,25478,30990,3852.06331536732,0.0,SalariesFrance_11/17_BMO_DIFFICILE.double,468477,/data/mt-compression/code/tools/datasets/formatted/SalariesFrance/11/SalariesFrance_11/17_BMO_DIFFICILE.double,0.187908508270229,0.622017602633469,0.0461986987307915,1343758,12.5,0.0,0.0,1.0,0.0,0.00238883770329084,701526,168455
