,block_1,block_2,block_3,db_1_max,db_1_min,db_1_null,db_1_unique,db_2_max,db_2_min,db_2_null,db_2_unique,db_3_max,db_3_min,db_3_null,db_3_unique,max,min,name,null_count,path,random_1,random_2,random_3,size,top_1_percent,top_1_value,top_2_percent,top_2_value,top_3_percent,top_3_value,unique,zero_count
905,xxxxxxx.xxxxxxxxxxxx,xxxxxxxxxxxxxxxxxxxx,xxxxxxxxxxxxxxxxxxxx,228.0,0.0,0,223,259.0,0.0,0,247,252.0,0.0,0,235,333.0,0.0,MLB_32/29_PA.integer,0,/data/mt-compression/code/tools/datasets/formatted/MLB/32/MLB_32/29_PA.integer,34.0,8.0,7.0,73916,5.3,1.0,3.6,2.0,3.0,3.0,296,10
906,....................,....................,....................,1.0,1.0,0,1,1.0,1.0,0,1,1.0,1.0,0,1,1.0,1.0,MLB_32/26_Number of Records.integer,0,/data/mt-compression/code/tools/datasets/formatted/MLB/32/MLB_32/26_Number of Records.integer,1.0,1.0,1.0,73916,100.0,1.0,,,,,1,0
907,xxxxxx.xxxxxx..xxxx.,xxxxxxxx.x.xxxxxxxxx,x.xx..x..xx.xx.xx.xx,26.0,0.0,0,27,159.0,0.0,0,39,90.0,0.0,0,31,159.0,0.0,MLB_32/31_PU.integer,0,/data/mt-compression/code/tools/datasets/formatted/MLB/32/MLB_32/31_PU.integer,0.0,0.0,1.0,73916,32.1,0.0,16.6,1.0,11.8,2.0,39,23745
908,xx.xxxxxxxxxxxxxxxxx,xxxxxxxxxxxxxx.xx.xx,xxxxxxxxxxxxxxxxxxxx,72.0,0.0,0,69,48.0,0.0,0,49,72.0,0.0,0,69,83.0,0.0,MLB_32/14_FB.integer,0,/data/mt-compression/code/tools/datasets/formatted/MLB/32/MLB_32/14_FB.integer,25.0,14.0,1.0,73916,15.4,0.0,9.3,1.0,6.3,2.0,78,11351
909,....................,....................,....................,2.0,0.0,0,3,2.0,1.0,0,2,2.0,2.0,0,1,2.0,0.0,MLB_32/28_Outs.integer,0,/data/mt-compression/code/tools/datasets/formatted/MLB/32/MLB_32/28_Outs.integer,0.0,1.0,2.0,73916,33.3,1.0,33.3,0.0,33.3,2.0,3,24648
910,x.xxxxxx.x.xxxxxxxxx,x...xxxx....xxxx.xxx,....................,13.0,0.0,0,13,13.0,0.0,0,14,0.0,0.0,0,1,13.0,0.0,MLB_32/33_SF.integer,0,/data/mt-compression/code/tools/datasets/formatted/MLB/32/MLB_32/33_SF.integer,0.0,0.0,0.0,73916,75.8,0.0,13.7,1.0,5.8,2.0,14,56002
911,xx..xxxxx..x.xxxxx..,xxxxxxx.xx.x.x.x..xx,xxx.xxx.x.xx.xxxxxxx,17.0,0.0,0,18,17.0,0.0,0,18,17.0,0.0,0,18,17.0,0.0,MLB_32/18_GIDP.integer,0,/data/mt-compression/code/tools/datasets/formatted/MLB/32/MLB_32/18_GIDP.integer,3.0,9.0,0.0,73916,62.0,0.0,13.7,1.0,8.7,2.0,18,45795
912,xxxxxxxxxxxxxxxxxxxx,xxxxxxxxxxxxxxxx.xxx,xxxxxxxxxxxxxxxxxxxx,226.0,0.0,0,207,209.0,0.0,0,194,260.0,0.0,0,226,260.0,0.0,MLB_32/7_BIP.integer,0,/data/mt-compression/code/tools/datasets/formatted/MLB/32/MLB_32/7_BIP.integer,16.0,11.0,17.0,73916,5.9,1.0,4.4,2.0,3.7,3.0,226,2297
913,xxxxxxxxxxxxxxxxxxxx,xxxxxxxxxxxxxxxxxxxx,xxxxxxxxxxxxxxxxxxxx,211.0,0.0,871,162,211.0,0.0,872,162,211.0,0.0,871,162,211.0,0.0,MLB_32/42_Swinging.integer,886,/data/mt-compression/code/tools/datasets/formatted/MLB/32/MLB_32/42_Swinging.integer,6.0,40.0,29.0,73916,10.0,0.0,5.5,3.0,4.7,1.0,171,7390
914,.xxxxxxxxxxxxxxxxxxx,xxxxxxxxxxxxxxxx.xxx,x.x.xxxxxxxxxxxxxxxx,57.0,0.0,0,51,57.0,0.0,0,55,57.0,0.0,0,55,71.0,0.0,MLB_32/45_X1B.integer,0,/data/mt-compression/code/tools/datasets/formatted/MLB/32/MLB_32/45_X1B.integer,5.0,16.0,0.0,73916,16.5,0.0,10.5,1.0,6.9,2.0,66,12221
915,xxx.................,...............xx...,.....xx.............,8.0,0.0,0,8,5.0,0.0,0,6,5.0,0.0,0,6,8.0,0.0,MLB_32/49_iBB.integer,0,/data/mt-compression/code/tools/datasets/formatted/MLB/32/MLB_32/49_iBB.integer,0.0,0.0,0.0,73916,91.3,0.0,6.9,1.0,1.3,2.0,8,67495
916,xxxxxxxxxxxxxxxxxxxx,xxxxxxxxxxxxxxxxxxxx,xxxxxxxxxxxxxxxxxxxx,1293.0,1.0,879,880,1331.0,1.0,794,927,1140.0,1.0,875,848,1331.0,1.0,MLB_32/32_Pitches.integer,886,/data/mt-compression/code/tools/datasets/formatted/MLB/32/MLB_32/32_Pitches.integer,91.0,39.0,259.0,73916,1.8,4.0,1.7,3.0,1.6,5.0,936,0
917,xxxxxxxxxxxxxxxxxxx.,xxxxxxxxxxxxxxxxxxxx,xxxxxxxxxxxxxxxxxxxx,82.0,0.0,0,76,82.0,0.0,0,79,82.0,0.0,0,77,82.0,0.0,MLB_31/38_SO.integer,0,/data/mt-compression/code/tools/datasets/formatted/MLB/31/MLB_31/38_SO.integer,8.0,13.0,1.0,73916,10.6,0.0,10.5,1.0,6.9,2.0,80,7811
918,xxxx.xxxxxxxxxxxxxxx,xxxxxxxxxxxxxxxxxxxx,.xxxxxxxxx.xxx.xx.xx,76.0,0.0,0,64,76.0,0.0,0,62,76.0,0.0,0,64,76.0,0.0,MLB_31/37_SOS.integer,0,/data/mt-compression/code/tools/datasets/formatted/MLB/31/MLB_31/37_SOS.integer,8.0,5.0,0.0,73916,14.5,0.0,11.4,1.0,7.8,2.0,65,10739
919,xxxxxxxxxxxxxx.xxxxx,xxxxxxxxxxxxxxxxx.xx,xxxxxxxxxxxxxxxxxxxx,139.0,0.0,0,127,93.0,0.0,0,85,89.0,0.0,0,79,139.0,0.0,MLB_31/17_GB.integer,0,/data/mt-compression/code/tools/datasets/formatted/MLB/31/MLB_31/17_GB.integer,75.0,18.0,28.0,73916,8.3,1.0,7.2,0.0,5.9,2.0,127,5305
920,xx.xxxx.xxxxxxxxxxxx,x.xxxxxxxxxxxxxx.xxx,xxx.x.xx..xxxx..xxxx,29.0,0.0,0,28,25.0,0.0,0,26,25.0,0.0,0,26,29.0,0.0,MLB_31/36_SOL.integer,0,/data/mt-compression/code/tools/datasets/formatted/MLB/31/MLB_31/36_SOL.integer,12.0,0.0,4.0,73916,29.2,0.0,18.2,1.0,12.9,2.0,30,21556
921,....................,....................,....................,2015.0,2011.0,0,5,2015.0,2011.0,0,5,2015.0,2011.0,0,5,2015.0,2011.0,MLB_31/58_year.integer,0,/data/mt-compression/code/tools/datasets/formatted/MLB/31/MLB_31/58_year.integer,2011.0,2011.0,2011.0,73916,20.5,2015.0,20.3,2014.0,20.0,2012.0,5,0
922,xxxxxxxxxx.xxx.xxxxx,xxxxxxxxxxxxxxxxxxxx,xxxxxxx.xx.xxxx..xx.,89.0,0.0,0,80,80.0,0.0,0,66,122.0,0.0,0,114,146.0,0.0,MLB_31/43_TB.integer,0,/data/mt-compression/code/tools/datasets/formatted/MLB/31/MLB_31/43_TB.integer,5.0,7.0,0.0,73916,13.5,0.0,6.8,1.0,4.9,2.0,131,9995
923,xxxxxxxxxxxxxxxxxx..,xxxxxxxxxxxxxxxxxxx.,xxxxxxx.x.xxxxxxxxxx,407.0,0.0,806,352,509.0,0.0,879,374,538.0,0.0,879,378,567.0,0.0,MLB_31/9_Balls.integer,886,/data/mt-compression/code/tools/datasets/formatted/MLB/31/MLB_31/9_Balls.integer,8.0,19.0,12.0,73916,7.8,0.0,4.6,4.0,4.2,1.0,401,5776
924,xx..xxxxx........xxx,..xxxxxxxxxxx..xxx.x,xxxx.x...xx.xxxx.xx.,19.0,0.0,0,16,16.0,0.0,0,15,15.0,0.0,0,13,19.0,0.0,MLB_31/19_HBP.integer,0,/data/mt-compression/code/tools/datasets/formatted/MLB/31/MLB_31/19_HBP.integer,2.0,0.0,1.0,73916,62.0,0.0,21.1,1.0,9.3,2.0,16,45863
925,xxxx...xxxx.......xx,x.x.xx.xx..xx.......,............xx....xx,9.0,0.0,0,9,9.0,0.0,0,10,9.0,0.0,0,10,12.0,0.0,MLB_31/47_X3B.integer,0,/data/mt-compression/code/tools/datasets/formatted/MLB/31/MLB_31/47_X3B.integer,2.0,1.0,0.0,73916,74.6,0.0,17.0,1.0,5.6,2.0,12,55119
926,xxxxx.xxxxxx.xxxxx.x,xxxxxxxxxxxxxxxxxxxx,xxxxxxxxxxxxxxxxxxxx,315.0,0.0,883,215,315.0,0.0,881,208,192.0,0.0,357,155,395.0,0.0,MLB_31/11_Called.integer,886,/data/mt-compression/code/tools/datasets/formatted/MLB/31/MLB_31/11_Called.integer,9.0,0.0,40.0,73916,12.2,0.0,6.8,3.0,6.4,1.0,226,9006
927,xxxxxxxxxxxxxxxxxxxx,xxxxxx....xxx.xxxxxx,xxxxxxxxxxxxxxxxxxxx,114.0,0.0,0,52,27.0,0.0,0,14,138.0,0.0,0,62,138.0,0.0,MLB_31/25_LD.integer,0,/data/mt-compression/code/tools/datasets/formatted/MLB/31/MLB_31/25_LD.integer,1.0,0.0,1.0,73916,20.3,0.0,11.6,1.0,7.8,2.0,63,14971
928,xxxxxxxxxxxxxxxxxxxx,xxxxxxxxxxxxxxxxxxxx,xxxxxxxxxxxxxxxxxxxx,930.0,-138.0,1,485,1351.0,-138.0,2,608,1382.0,-139.0,106,815,1468.0,-139.0,MLB_31/52_pwRC..integer,237,/data/mt-compression/code/tools/datasets/formatted/MLB/31/MLB_31/52_pwRC..integer,72.0,80.0,119.0,73916,0.8,-118.0,0.7,-123.0,0.7,89.0,850,135
929,xxxxxxxxxxxxxxxxxxxx,xxxxxxxxx.xxxxxx.xxx,xxxxxxxxxNxxxxxxxxxx,631.0,0.0,872,512,755.0,0.0,883,585,546.0,0.0,190,443,790.0,0.0,MLB_31/40_Strikes.integer,886,/data/mt-compression/code/tools/datasets/formatted/MLB/31/MLB_31/40_Strikes.integer,7.0,26.0,24.0,73916,3.1,3.0,2.0,4.0,1.8,1.0,609,164
930,xx...xxxxxxxxx.xxxx.,xxxxx..xxxx.xxxxxxxx,xxxxxxxx.xxxxxxxxxxx,46.0,0.0,0,43,60.0,0.0,0,48,55.0,0.0,0,47,60.0,0.0,MLB_31/5_BB.integer,0,/data/mt-compression/code/tools/datasets/formatted/MLB/31/MLB_31/5_BB.integer,6.0,13.0,7.0,73916,23.9,0.0,13.4,1.0,9.4,2.0,50,17677
931,x.xx...........xxx..,..xxxx....xxx.x..xx.,.x.........x.xxx...x,18.0,0.0,0,17,18.0,0.0,0,19,18.0,0.0,0,19,18.0,0.0,MLB_31/20_HR.integer,0,/data/mt-compression/code/tools/datasets/formatted/MLB/31/MLB_31/20_HR.integer,0.0,0.0,1.0,73916,60.1,0.0,17.6,1.0,9.0,2.0,19,44420
932,xx.xx.xxxxxxxx.xxxx.,xx.xxxxx.x.xxx.xxx.x,.xxxxxxxx.xxxx.xxxxx,23.0,0.0,0,23,19.0,0.0,0,20,23.0,0.0,0,23,23.0,0.0,MLB_31/46_X2B.integer,0,/data/mt-compression/code/tools/datasets/formatted/MLB/31/MLB_31/46_X2B.integer,0.0,4.0,2.0,73916,34.6,0.0,16.7,1.0,11.6,2.0,24,25605
933,x.....Nx............,xx.xxxx..xNx.....x.x,.xxxxxx.xxxxxxxxxxxx,176.0,0.0,355,159,176.0,0.0,613,163,207.0,0.0,879,182,214.0,0.0,MLB_31/15_Foul.integer,886,/data/mt-compression/code/tools/datasets/formatted/MLB/31/MLB_31/15_Foul.integer,0.0,7.0,0.0,73916,38.7,0.0,6.2,2.0,5.7,1.0,193,28598
934,xxxxxxxxxxxxxxxxxxxx,xxxxxxxxxxxxxxxxxxxx,xxxxxxxxxxxxxxxxxxxx,1351.0,-130.0,2,571,1467.0,-130.0,212,793,1467.0,-130.0,177,787,1467.0,-130.0,MLB_31/56_wRC..integer,237,/data/mt-compression/code/tools/datasets/formatted/MLB/31/MLB_31/56_wRC..integer,49.0,97.0,-123.0,73916,1.3,-120.0,1.1,-122.0,1.0,-119.0,804,116
935,xxxx.xxxxxxx..xx.xxx,....................,xx.xxxx.xxx.xx....xx,20.0,0.0,0,21,1.0,0.0,0,2,19.0,0.0,0,19,22.0,0.0,MLB_31/34_SH.integer,0,/data/mt-compression/code/tools/datasets/formatted/MLB/31/MLB_31/34_SH.integer,1.0,0.0,4.0,73916,81.3,0.0,9.3,1.0,3.9,2.0,22,60096
936,xxxxxxxxxxxxxxxxxx.x,xxxxxxxxxxxxxxxxxxxx,.xxxxxxxxxxxxxxxxxx.,216.0,0.0,0,201,274.0,0.0,0,255,230.0,0.0,0,204,274.0,0.0,MLB_31/1_AB.integer,0,/data/mt-compression/code/tools/datasets/formatted/MLB/31/MLB_31/1_AB.integer,3.0,25.0,141.0,73916,5.5,1.0,3.8,2.0,3.3,3.0,260,582
937,xxxxxxxxxxxxxxxxxxxx,xxxxxxxxxxxxxxxxxxxx,xxxxxxxxxxxxxxxxxxxx,88.0,0.0,0,83,75.0,0.0,0,75,95.0,0.0,0,84,95.0,0.0,MLB_31/21_H.integer,0,/data/mt-compression/code/tools/datasets/formatted/MLB/31/MLB_31/21_H.integer,40.0,14.0,5.0,73916,13.5,0.0,9.1,1.0,6.1,2.0,87,9995
938,xxxxxxxxxxxxxxxxxxxx,xx.xxxxxxxxxxxxxxxxx,xxxxxxxxxxxxxxxxxxxx,256.0,0.0,0,241,304.0,0.0,0,285,257.0,0.0,0,245,333.0,0.0,MLB_31/29_PA.integer,0,/data/mt-compression/code/tools/datasets/formatted/MLB/31/MLB_31/29_PA.integer,58.0,55.0,95.0,73916,5.3,1.0,3.6,2.0,3.0,3.0,296,10
939,....................,....................,....................,1.0,1.0,0,1,1.0,1.0,0,1,1.0,1.0,0,1,1.0,1.0,MLB_31/26_Number of Records.integer,0,/data/mt-compression/code/tools/datasets/formatted/MLB/31/MLB_31/26_Number of Records.integer,1.0,1.0,1.0,73916,100.0,1.0,,,,,1,0
940,xxxxxxxxx.xxxxxxxx.x,xxxxxxxx.x.xx.xx.x..,xx.x.x..xx.xx.xxxxxx,90.0,0.0,0,31,22.0,0.0,0,21,94.0,0.0,0,35,159.0,0.0,MLB_31/31_PU.integer,0,/data/mt-compression/code/tools/datasets/formatted/MLB/31/MLB_31/31_PU.integer,11.0,0.0,5.0,73916,32.1,0.0,16.6,1.0,11.8,2.0,39,23745
941,xxxxxxxxxxxxxxxxxxx.,xxxxxxxxxxxxxxxxxx.x,xx.xxxxxxxxxxx.xxxxx,70.0,0.0,0,67,70.0,0.0,0,67,77.0,0.0,0,75,83.0,0.0,MLB_31/14_FB.integer,0,/data/mt-compression/code/tools/datasets/formatted/MLB/31/MLB_31/14_FB.integer,1.0,32.0,16.0,73916,15.4,0.0,9.3,1.0,6.3,2.0,78,11351
942,....................,....................,....................,2.0,1.0,0,2,2.0,2.0,0,1,2.0,2.0,0,1,2.0,0.0,MLB_31/28_Outs.integer,0,/data/mt-compression/code/tools/datasets/formatted/MLB/31/MLB_31/28_Outs.integer,1.0,2.0,2.0,73916,33.3,1.0,33.3,0.0,33.3,2.0,3,24648
943,x.x...xx..xx.xx.xx.x,xx..x.x.....xx.x..xx,xx..xx.x.xx...x.x...,13.0,0.0,0,13,13.0,0.0,0,14,13.0,0.0,0,14,13.0,0.0,MLB_31/33_SF.integer,0,/data/mt-compression/code/tools/datasets/formatted/MLB/31/MLB_31/33_SF.integer,1.0,1.0,1.0,73916,75.8,0.0,13.7,1.0,5.8,2.0,14,56002
944,xx...xxxxxxx.x...xxx,...xx.xx..xx......xx,xxxxxxxxx..xxx.xx..x,17.0,0.0,0,18,17.0,0.0,0,18,17.0,0.0,0,18,17.0,0.0,MLB_31/18_GIDP.integer,0,/data/mt-compression/code/tools/datasets/formatted/MLB/31/MLB_31/18_GIDP.integer,2.0,0.0,2.0,73916,62.0,0.0,13.7,1.0,8.7,2.0,18,45795
945,xxxxxxxxxxxxxxxxxxxx,xxxxxxxxxxxxxxxxxxxx,xxxxxxxxxxxxxxxxx.xx,200.0,0.0,0,182,209.0,0.0,0,187,200.0,0.0,0,180,260.0,0.0,MLB_31/7_BIP.integer,0,/data/mt-compression/code/tools/datasets/formatted/MLB/31/MLB_31/7_BIP.integer,1.0,10.0,22.0,73916,5.9,1.0,4.4,2.0,3.7,3.0,226,2297
946,xxxxxxxxxxxxxxxxxxxx,xxxxxxxxxxxxxNxxxx.x,xxxxxxxxxxxxxx.xxxxx,211.0,0.0,881,169,211.0,0.0,679,159,211.0,0.0,780,170,211.0,0.0,MLB_31/42_Swinging.integer,886,/data/mt-compression/code/tools/datasets/formatted/MLB/31/MLB_31/42_Swinging.integer,0.0,14.0,32.0,73916,10.0,0.0,5.5,3.0,4.7,1.0,171,7390
947,xxxxxxxxxxxxxxxxxxxx,xxxxxxxxxxxxxxxxxxxx,xxxxxxxxxxxxxxx.xxx.,71.0,0.0,0,63,57.0,0.0,0,51,57.0,0.0,0,55,71.0,0.0,MLB_31/45_X1B.integer,0,/data/mt-compression/code/tools/datasets/formatted/MLB/31/MLB_31/45_X1B.integer,18.0,3.0,0.0,73916,16.5,0.0,10.5,1.0,6.9,2.0,66,12221
948,.........xx.........,.................xx.,.......xxxx.xx.xx...,8.0,0.0,0,8,8.0,0.0,0,8,8.0,0.0,0,8,8.0,0.0,MLB_31/49_iBB.integer,0,/data/mt-compression/code/tools/datasets/formatted/MLB/31/MLB_31/49_iBB.integer,0.0,0.0,0.0,73916,91.3,0.0,6.9,1.0,1.3,2.0,8,67495
949,xxxxxxxxxxxxxxxxxxxx,xxxxxxxxxxxxxxxxxxxx,xxxxxxxxxxxxxxxxxxxx,1140.0,1.0,875,843,867.0,1.0,73,543,1331.0,1.0,858,922,1331.0,1.0,MLB_31/32_Pitches.integer,886,/data/mt-compression/code/tools/datasets/formatted/MLB/31/MLB_31/32_Pitches.integer,19.0,339.0,268.0,73916,1.8,4.0,1.7,3.0,1.6,5.0,936,0
950,....................,....................,....................,1.0,1.0,0,1,1.0,1.0,0,1,1.0,1.0,0,1,1.0,1.0,MLB_3/1_Number of Records.integer,0,/data/mt-compression/code/tools/datasets/formatted/MLB/3/MLB_3/1_Number of Records.integer,1.0,1.0,1.0,2918552,100.0,1.0,,,,,1,0
951,....................,....................,....................,9.0,4.0,0,6,9.0,4.0,0,6,9.0,4.0,0,6,9.0,4.0,MLB_3/15_month.integer,0,/data/mt-compression/code/tools/datasets/formatted/MLB/3/MLB_3/15_month.integer,8.0,6.0,7.0,2918552,24.4,7.0,24.3,8.0,18.4,6.0,6,0
952,....................,....................,....................,2015.0,2013.0,0,3,2015.0,2011.0,0,4,2015.0,2011.0,0,4,2015.0,2011.0,MLB_3/23_year.integer,0,/data/mt-compression/code/tools/datasets/formatted/MLB/3/MLB_3/23_year.integer,2014.0,2015.0,2015.0,2918552,20.1,2011.0,20.1,2015.0,20.0,2012.0,5,0
953,xxx.x.xxxxxxxxx..xxx,xx....x.x..x.x.x..xx,xxxxxxx....xx.x...x.,31.0,1.0,0,31,31.0,1.0,0,31,31.0,1.0,0,31,31.0,1.0,MLB_3/7_day.integer,0,/data/mt-compression/code/tools/datasets/formatted/MLB/3/MLB_3/7_day.integer,1.0,10.0,7.0,2918552,3.5,26.0,3.5,28.0,3.5,21.0,31,0
954,xxxxxxxxxxxxxxxxxxxx,xxxxxxx..xxxxxxx.xxx,x.xxxxxxxxxxxxxxxxx.,24.0,1.0,0,22,23.0,1.0,0,22,22.0,1.0,0,22,24.0,1.0,MLB_3/11_inning.integer,0,/data/mt-compression/code/tools/datasets/formatted/MLB/3/MLB_3/11_inning.integer,6.0,4.0,2.0,2918552,11.8,3.0,11.7,4.0,11.7,5.0,24,0
955,....................,....................,....................,20.0,1.0,0,20,24.0,1.0,0,24,20.0,1.0,0,20,24.0,1.0,MLB_23/50_inning.integer,0,/data/mt-compression/code/tools/datasets/formatted/MLB/23/MLB_23/50_inning.integer,2.0,6.0,4.0,246143,9.6,3.0,9.6,5.0,9.4,4.0,24,0
956,....................,xxx...xx....xx..xxxx,.xx.xx........xxxx..,7.0,0.0,0,8,4.0,0.0,0,5,7.0,0.0,0,8,14.0,0.0,MLB_23/21_HR.integer,0,/data/mt-compression/code/tools/datasets/formatted/MLB/23/MLB_23/21_HR.integer,0.0,2.0,0.0,246143,80.6,0.0,13.2,1.0,4.0,2.0,12,198465
957,xxxxxxxxxxxxxxxxxxxx,.xxxxxxxxxxxxxxxx.xx,..xxxxxxx.xxxx.xxx.x,41.0,0.0,0,39,41.0,0.0,0,39,41.0,0.0,0,38,41.0,0.0,MLB_23/38_SO.integer,0,/data/mt-compression/code/tools/datasets/formatted/MLB/23/MLB_23/38_SO.integer,5.0,4.0,1.0,246143,27.7,0.0,19.1,1.0,10.9,2.0,41,68295
958,..xxxx.xxxxxxxxxxxxx,xxxxxxxx.xxxxxxxxxxx,xxxxxxxxxxxx...x...x,34.0,0.0,0,34,34.0,0.0,0,34,27.0,0.0,0,22,34.0,0.0,MLB_23/37_SOS.integer,0,/data/mt-compression/code/tools/datasets/formatted/MLB/23/MLB_23/37_SOS.integer,1.0,4.0,0.0,246143,33.8,0.0,20.0,1.0,11.6,2.0,35,83169
959,xx...x..x..xx..xxx..,xxxxxxxxxxxxxxxx.xxx,xxxxx.xxxxxxxxxxxxxx,1468.0,-134.0,2723,1029,1366.0,-136.0,1234,779,1468.0,-134.0,3188,1030,1511.0,-139.0,MLB_23/53_pwRC..integer,12964,/data/mt-compression/code/tools/datasets/formatted/MLB/23/MLB_23/53_pwRC..integer,415.0,199.0,-32.0,246143,1.7,-118.0,1.5,-120.0,1.4,-122.0,1335,417
960,.x.x......xx.......x,x.xxxxxxxxxxxxxxxxxx,xxxxxxxxxxx.x.xxxxxx,30.0,0.0,0,29,32.0,0.0,0,29,32.0,0.0,0,29,52.0,0.0,MLB_23/26_LD.integer,0,/data/mt-compression/code/tools/datasets/formatted/MLB/23/MLB_23/26_LD.integer,0.0,2.0,1.0,246143,40.6,0.0,19.3,1.0,11.2,2.0,38,99981
961,xxx.xxxxxxxx..xxxxxx,xx.xxxxxxxxx.xx..xx.,xxxxxxxx.xx.xxxxxxxx,41.0,0.0,0,39,47.0,0.0,0,45,45.0,0.0,0,41,48.0,0.0,MLB_23/22_H.integer,0,/data/mt-compression/code/tools/datasets/formatted/MLB/23/MLB_23/22_H.integer,6.0,1.0,3.0,246143,28.3,0.0,17.4,1.0,9.5,2.0,49,69781
962,xxx....xxxxxx.x..xxx,x...xx..xx..xxxxxx..,..x.xxxx...xxxx.x.xx,14.0,0.0,0,15,14.0,0.0,0,15,11.0,0.0,0,12,18.0,0.0,MLB_23/36_SOL.integer,0,/data/mt-compression/code/tools/datasets/formatted/MLB/23/MLB_23/36_SOL.integer,2.0,0.0,1.0,246143,57.4,0.0,22.4,1.0,10.3,2.0,17,141246
963,...xxxxx.xxxxxxx.xxx,xxxxxxxxxxxxxxxxxxxx,xxxxxxxx.xxxxxxxxxxx,77.0,0.0,0,69,71.0,0.0,0,65,71.0,0.0,0,67,79.0,0.0,MLB_23/43_TB.integer,0,/data/mt-compression/code/tools/datasets/formatted/MLB/23/MLB_23/43_TB.integer,0.0,22.0,1.0,246143,28.3,0.0,12.7,1.0,8.2,2.0,74,69781
964,xxxxxxxxxx.xxx.xxxxx,xxxx..xxxxx...xxxxxx,xxxxx.xxxxNxxxxxxxxx,230.0,0.0,744,181,253.0,0.0,705,188,253.0,0.0,712,181,253.0,0.0,MLB_23/9_Balls.integer,2854,/data/mt-compression/code/tools/datasets/formatted/MLB/23/MLB_23/9_Balls.integer,8.0,4.0,0.0,246143,21.3,0.0,9.0,4.0,7.7,1.0,213,52547
965,.....xx....xx.......,....................,........xx........xx,6.0,0.0,0,7,6.0,0.0,0,7,6.0,0.0,0,7,7.0,0.0,MLB_23/47_X3B.integer,0,/data/mt-compression/code/tools/datasets/formatted/MLB/23/MLB_23/47_X3B.integer,0.0,0.0,0.0,246143,90.2,0.0,8.3,1.0,1.2,2.0,8,222068
966,xxxxxxxxxx.xxxxxxx.x,xxxxx.xxxxxx..xx.xxx,.xxxxxxxx.xxxxxxxxx.,42.0,0.0,0,41,42.0,0.0,0,39,38.0,0.0,0,39,42.0,0.0,MLB_23/15_FB.integer,0,/data/mt-compression/code/tools/datasets/formatted/MLB/23/MLB_23/15_FB.integer,10.0,3.0,6.0,246143,31.2,0.0,17.6,1.0,10.0,2.0,42,76849
967,xxxxxx........xx...x,xx...x.xx.xx....xx.x,x.x.xxxxxx.xx.x...xx,9.0,0.0,0,10,8.0,0.0,0,9,9.0,0.0,0,10,9.0,0.0,MLB_23/19_GIDP.integer,0,/data/mt-compression/code/tools/datasets/formatted/MLB/23/MLB_23/19_GIDP.integer,0.0,1.0,0.0,246143,77.5,0.0,16.2,1.0,4.6,2.0,10,190727
968,xx.xxxx.x.xxxxxxx.xx,xxxxxxxxxxxxxxxxxxxx,xxxxxxxxx.xxxxxxxxxx,375.0,0.0,740,284,350.0,0.0,640,281,350.0,0.0,14,201,375.0,0.0,MLB_23/40_Strikes.integer,2854,/data/mt-compression/code/tools/datasets/formatted/MLB/23/MLB_23/40_Strikes.integer,6.0,21.0,9.0,246143,8.8,1.0,7.3,3.0,5.0,2.0,327,3502
969,...................x,....................,....................,8.0,0.0,0,9,7.0,0.0,0,8,8.0,0.0,0,9,8.0,0.0,MLB_23/20_HBP.integer,0,/data/mt-compression/code/tools/datasets/formatted/MLB/23/MLB_23/20_HBP.integer,0.0,0.0,0.0,246143,83.7,0.0,12.8,1.0,2.7,2.0,9,206144
970,.xx......xx.........,xxxx.xxxxxxxxxx..xxx,xxxxxx.x.xxxxxxxx.xx,26.0,0.0,0,23,23.0,0.0,0,21,23.0,0.0,0,23,26.0,0.0,MLB_23/5_BB.integer,0,/data/mt-compression/code/tools/datasets/formatted/MLB/23/MLB_23/5_BB.integer,0.0,2.0,2.0,246143,46.0,0.0,21.3,1.0,11.8,2.0,26,113235
971,.xx...x..x.xxx.....x,xx...xxxx...xxxxxx.x,xx.xxx..xxxxx.xxxxxx,13.0,0.0,0,14,13.0,0.0,0,14,15.0,0.0,0,16,15.0,0.0,MLB_23/46_X2B.integer,0,/data/mt-compression/code/tools/datasets/formatted/MLB/23/MLB_23/46_X2B.integer,0.0,1.0,1.0,246143,60.8,0.0,20.2,1.0,9.7,2.0,16,149609
972,....................,....................,....................,1.0,1.0,0,1,1.0,1.0,0,1,1.0,1.0,0,1,1.0,1.0,MLB_23/27_Number of Records.integer,0,/data/mt-compression/code/tools/datasets/formatted/MLB/23/MLB_23/27_Number of Records.integer,1.0,1.0,1.0,246143,100.0,1.0,,,,,1,0
973,xxxxxxxxxxxxxxxxxxxx,.xxxxxxxxxxxxxxNxxxx,xxxx.xxxxxxx.x..xxxx,149.0,0.0,370,96,190.0,0.0,753,115,149.0,0.0,214,90,190.0,0.0,MLB_23/12_Called.integer,2854,/data/mt-compression/code/tools/datasets/formatted/MLB/23/MLB_23/12_Called.integer,1.0,0.0,12.0,246143,31.3,0.0,11.8,1.0,8.9,3.0,133,76996
974,.........xx.......xx,x.......xxx.........,x...............xxx.,10.0,0.0,0,11,10.0,0.0,0,11,10.0,0.0,0,11,11.0,0.0,MLB_23/34_SH.integer,0,/data/mt-compression/code/tools/datasets/formatted/MLB/23/MLB_23/34_SH.integer,0.0,0.0,0.0,246143,89.3,0.0,8.9,1.0,1.5,2.0,12,219712
